device_id,pear,cov,meta_id
10350049,0.658613732715935,10.040829203943,1
10760820,0.703212447121059,11.4104069774212,2
10350090,0.561251567318133,8.98562040025717,3
10350043,0.718134988337963,10.9767305983846,4
10350000,0.705051294676175,10.666591713055,5
10350068,0.736765227811232,10.2273616284436,6
10347320,0.681467492201268,9.64250856046261,7
10350101,0.709188348436926,11.2823723066758,8
10347367,0.658772543117342,9.77281861363563,9
10347318,0.723250904720186,10.9972362750481,13
10801132,0.714628520736852,10.8078216421273,14
10347325,0.708832973400431,11.6117458684007,15
10347371,0.725319692522326,12.3252340481542,16
10347310,0.646909412976274,10.9383858231168,17
10350017,0.719500381781325,11.3803515584272,18
10760810,0.724461762227077,10.288711484979,21
10760710,0.712540326227807,10.2410366887563,22
10347377,0.673539877566361,9.86245558963677,23
10347342,0.730612278269982,13.3460822254831,24
10350072,0.463610979462447,6.40561258248731,26
10350075,0.717105445833237,11.4784660851952,27
10347394,0.70083996940214,10.6296615988431,29
10088310,0.702521498226513,10.9704298987819,30
10350028,0.661859321664421,11.0658737466257,31
10801134,0.68837594353615,10.9600014635205,32
10350007,0.692315044231812,11.6391820358799,33
10347335,0.679649451211731,9.07189325369212,34
