meta_id,variable_id,dttm,th,quality_flag_id
49,1,2021-12-23 11:00:00,7.766,2
49,1,2021-12-23 12:00:00,7.631,1
49,1,2021-12-23 13:00:00,10.229,1
49,1,2021-12-23 14:00:00,9.192,2
49,1,2021-12-23 15:00:00,8.862,2
49,1,2021-12-23 16:00:00,9.817,2
49,1,2021-12-23 17:00:00,9.456,2
49,1,2021-12-23 18:00:00,10.552,2
49,1,2021-12-23 19:00:00,10.504,2
49,1,2021-12-23 20:00:00,10.455,2
49,1,2021-12-23 21:00:00,10.585,2
49,1,2021-12-23 22:00:00,10.553,2
49,1,2021-12-23 23:00:00,10.683,2
49,1,2021-12-24 00:00:00,11.074,2
49,1,2021-12-24 01:00:00,10.814,2
49,1,2021-12-24 02:00:00,10.357,2
49,1,2021-12-24 03:00:00,10.488,2
49,1,2021-12-24 04:00:00,10.373,2
49,1,2021-12-24 05:00:00,10.243,2
49,1,2021-12-24 06:00:00,10.047,2
49,1,2021-12-24 07:00:00,9.751,2
49,1,2021-12-24 08:00:00,9.208,2
49,1,2021-12-24 09:00:00,8.547,2
49,1,2021-12-24 10:00:00,8.165,2
49,1,2021-12-24 11:00:00,8.398,2
49,1,2021-12-24 12:00:00,8.912,2
49,1,2021-12-24 13:00:00,9.094,2
49,1,2021-12-24 14:00:00,9.11,2
49,1,2021-12-24 15:00:00,9.011,2
49,1,2021-12-24 16:00:00,9.159,2
49,1,2021-12-24 17:00:00,9.521,2
49,1,2021-12-24 18:00:00,9.8,2
49,1,2021-12-24 19:00:00,10.063,2
49,1,2021-12-24 20:00:00,9.948,2
49,1,2021-12-24 21:00:00,9.685,2
49,1,2021-12-24 22:00:00,9.669,2
49,1,2021-12-24 23:00:00,9.554,2
49,1,2021-12-25 00:00:00,9.751,2
49,1,2021-12-25 01:00:00,10.226,2
49,1,2021-12-25 02:00:00,10.683,2
49,1,2021-12-25 03:00:00,10.944,2
49,1,2021-12-25 04:00:00,10.879,2
49,1,2021-12-25 05:00:00,10.797,2
49,1,2021-12-25 06:00:00,10.781,2
49,1,2021-12-25 07:00:00,10.667,2
49,1,2021-12-25 08:00:00,10.699,2
49,1,2021-12-25 09:00:00,10.781,2
49,1,2021-12-25 10:00:00,11.058,2
49,1,2021-12-25 11:00:00,11.528,2
49,1,2021-12-25 12:00:00,11.56,2
49,1,2021-12-25 13:00:00,11.447,2
49,1,2021-12-25 14:00:00,11.252,2
49,1,2021-12-25 15:00:00,10.911,2
49,1,2021-12-25 16:00:00,10.013,2
49,1,2021-12-25 17:00:00,9.093,2
49,1,2021-12-25 18:00:00,8.779,2
49,1,2021-12-25 19:00:00,8.647,2
49,1,2021-12-25 20:00:00,8.332,2
49,1,2021-12-25 21:00:00,8.182,2
49,1,2021-12-25 22:00:00,8.049,2
49,1,2021-12-25 23:00:00,7.866,2
49,1,2021-12-26 00:00:00,7.732,2
49,1,2021-12-26 01:00:00,7.364,2
49,1,2021-12-26 02:00:00,6.386,2
49,1,2021-12-26 03:00:00,5.569,2
49,1,2021-12-26 04:00:00,5.192,2
49,1,2021-12-26 05:00:00,4.968,2
49,1,2021-12-26 06:00:00,4.883,2
49,1,2021-12-26 07:00:00,4.675,2
49,1,2021-12-26 08:00:00,4.727,2
49,1,2021-12-26 09:00:00,5.295,2
49,1,2021-12-26 10:00:00,6.216,2
49,1,2021-12-26 11:00:00,6.944,2
49,1,2021-12-26 12:00:00,7.531,2
49,1,2021-12-26 13:00:00,7.749,2
49,1,2021-12-26 14:00:00,8.049,2
49,1,2021-12-26 15:00:00,8.597,2
49,1,2021-12-26 16:00:00,8.547,2
49,1,2021-12-26 17:00:00,8.182,2
49,1,2021-12-26 18:00:00,8.182,2
49,1,2021-12-26 19:00:00,7.932,2
49,1,2021-12-26 20:00:00,7.966,2
49,1,2021-12-26 21:00:00,7.999,2
49,1,2021-12-26 22:00:00,7.899,2
49,1,2021-12-26 23:00:00,8.199,2
49,1,2021-12-27 00:00:00,8.597,2
49,1,2021-12-27 01:00:00,8.796,2
49,1,2021-12-27 02:00:00,8.796,2
49,1,2021-12-27 03:00:00,7.748,2
49,1,2021-12-27 04:00:00,7.314,2
49,1,2021-12-27 05:00:00,7.162,2
49,1,2021-12-27 06:00:00,7.129,2
49,1,2021-12-27 07:00:00,5.876,2
49,1,2021-12-27 08:00:00,5.261,2
49,1,2021-12-27 09:00:00,5.791,2
49,1,2021-12-27 10:00:00,7.061,2
49,1,2021-12-27 11:00:00,8.596,2
49,1,2021-12-27 12:00:00,9.686,2
49,1,2021-12-27 13:00:00,9.653,2
49,1,2021-12-27 14:00:00,9.11,2
49,1,2021-12-27 15:00:00,9.669,2
49,1,2021-12-27 16:00:00,9.159,2
49,1,2021-12-27 17:00:00,9.159,2
49,1,2021-12-27 18:00:00,10.194,2
49,1,2021-12-27 19:00:00,10.079,2
49,1,2021-12-27 20:00:00,10.112,2
49,1,2021-12-27 21:00:00,10.243,2
49,1,2021-12-27 22:00:00,10.422,2
49,1,2021-12-27 23:00:00,10.439,2
49,1,2021-12-28 00:00:00,10.39,2
49,1,2021-12-28 01:00:00,10.275,2
49,1,2021-12-28 02:00:00,10.145,2
49,1,2021-12-28 03:00:00,10.585,2
49,1,2021-12-28 04:00:00,10.504,2
49,1,2021-12-28 05:00:00,10.161,2
49,1,2021-12-28 06:00:00,11.236,2
49,1,2021-12-28 07:00:00,11.074,2
49,1,2021-12-28 08:00:00,11.301,2
49,1,2021-12-28 09:00:00,11.722,2
49,1,2021-12-28 10:00:00,12.352,2
49,1,2021-12-28 11:00:00,13.188,2
49,1,2021-12-28 12:00:00,13.542,2
49,1,2021-12-28 13:00:00,12.899,2
49,1,2021-12-28 14:00:00,12.32,2
49,1,2021-12-28 15:00:00,10.878,2
49,1,2021-12-28 16:00:00,10.324,2
49,1,2021-12-28 17:00:00,10.194,2
49,1,2021-12-28 18:00:00,10.243,2
49,1,2021-12-28 19:00:00,10.52,2
49,1,2021-12-28 20:00:00,10.455,2
49,1,2021-12-28 21:00:00,10.455,2
49,1,2021-12-28 22:00:00,10.308,2
49,1,2021-12-28 23:00:00,10.226,2
49,1,2021-12-29 00:00:00,10.096,2
49,1,2021-12-29 01:00:00,9.948,2
49,1,2021-12-29 02:00:00,9.801,2
49,1,2021-12-29 03:00:00,9.899,2
49,1,2021-12-29 04:00:00,9.817,2
49,1,2021-12-29 05:00:00,9.702,2
49,1,2021-12-29 06:00:00,9.571,2
49,1,2021-12-29 07:00:00,9.667,1
49,1,2021-12-29 08:00:00,9.834,2
49,1,2021-12-29 09:00:00,10.21,2
49,1,2021-12-29 10:00:00,10.144,2
49,1,2021-12-29 11:00:00,9.258,2
49,1,2021-12-29 12:00:00,9.521,2
49,1,2021-12-29 13:00:00,9.8,2
49,1,2021-12-29 14:00:00,9.669,2
49,1,2021-12-29 15:00:00,10.894,2
49,1,2021-12-29 16:00:00,11.738,2
49,1,2021-12-29 17:00:00,12.223,2
49,1,2021-12-29 18:00:00,12.803,2
49,1,2021-12-29 19:00:00,12.851,2
49,1,2021-12-29 20:00:00,13.253,2
49,1,2021-12-29 21:00:00,13.381,2
49,1,2021-12-29 22:00:00,13.429,2
49,1,2021-12-29 23:00:00,13.461,2
49,1,2021-12-30 00:00:00,13.381,2
49,1,2021-12-30 01:00:00,13.173,2
49,1,2021-12-30 02:00:00,13.381,2
49,1,2021-12-30 03:00:00,13.59,2
49,1,2021-12-30 04:00:00,13.862,2
49,1,2021-12-30 05:00:00,13.958,2
49,1,2021-12-30 06:00:00,13.91,2
49,1,2021-12-30 07:00:00,14.07,2
49,1,2021-12-30 08:00:00,14.23,2
49,1,2021-12-30 09:00:00,14.549,2
49,1,2021-12-30 10:00:00,15.044,2
49,1,2021-12-30 11:00:00,15.728,2
49,1,2021-12-30 12:00:00,16.3,2
49,1,2021-12-30 13:00:00,15.23,1
49,1,2021-12-30 14:00:00,16.094,2
49,1,2021-12-30 15:00:00,15.553,2
49,1,2021-12-30 16:00:00,15.012,2
49,1,2021-12-30 17:00:00,14.613,2
49,1,2021-12-30 18:00:00,14.661,2
49,1,2021-12-30 19:00:00,14.134,2
49,1,2021-12-30 20:00:00,13.622,2
49,1,2021-12-30 21:00:00,12.239,2
49,1,2021-12-30 22:00:00,10.323,2
49,1,2021-12-30 23:00:00,9.126,2
49,1,2021-12-31 00:00:00,8.365,2
49,1,2021-12-31 01:00:00,7.632,2
49,1,2021-12-31 02:00:00,7.146,2
49,1,2021-12-31 03:00:00,6.742,2
49,1,2021-12-31 04:00:00,6.319,2
49,1,2021-12-31 05:00:00,6.03,2
49,1,2021-12-31 06:00:00,5.996,2
49,1,2021-12-31 07:00:00,5.638,2
49,1,2021-12-31 08:00:00,5.416,2
49,1,2021-12-31 09:00:00,6.232,2
49,1,2021-12-31 10:00:00,8.214,2
49,1,2021-12-31 11:00:00,10.095,2
49,1,2021-12-31 12:00:00,11.799,1
49,1,2021-12-31 13:00:00,12.603,1
49,1,2021-12-31 14:00:00,15.908,1
49,1,2021-12-31 15:00:00,16.078,2
49,1,2021-12-31 16:00:00,15.043,2
49,1,2021-12-31 17:00:00,14.501,2
49,1,2021-12-31 18:00:00,13.75,2
49,1,2021-12-31 19:00:00,13.718,2
49,1,2021-12-31 20:00:00,13.878,2
49,1,2021-12-31 21:00:00,12.802,2
49,1,2021-12-31 22:00:00,11.187,2
49,1,2021-12-31 23:00:00,9.454,2
49,1,2022-01-01 00:00:00,7.765,2
49,1,2022-01-01 01:00:00,6.724,2
49,1,2022-01-01 02:00:00,5.757,2
49,1,2022-01-01 03:00:00,5.037,2
49,1,2022-01-01 04:00:00,4.968,2
49,1,2022-01-01 05:00:00,4.986,2
49,1,2022-01-01 06:00:00,4.744,2
49,1,2022-01-01 07:00:00,4.502,2
49,1,2022-01-01 08:00:00,4.588,2
49,1,2022-01-01 09:00:00,5.67,2
49,1,2022-01-01 10:00:00,7.446,2
49,1,2022-01-01 11:00:00,9.683,2
49,1,2022-01-01 12:00:00,12.002,1
49,1,2022-01-01 13:00:00,13.427,1
49,1,2022-01-01 14:00:00,13.95,1
49,1,2022-01-01 15:00:00,13.108,2
49,1,2022-01-01 16:00:00,11.071,2
49,1,2022-01-01 17:00:00,9.093,2
49,1,2022-01-01 18:00:00,8.049,2
49,1,2022-01-01 19:00:00,6.927,2
49,1,2022-01-01 20:00:00,6.149,2
49,1,2022-01-01 21:00:00,6.183,2
49,1,2022-01-01 22:00:00,5.808,2
49,1,2022-01-01 23:00:00,5.843,2
49,1,2022-01-02 00:00:00,6.183,2
49,1,2022-01-02 01:00:00,5.655,2
49,1,2022-01-02 02:00:00,5.278,2
49,1,2022-01-02 03:00:00,5.124,2
49,1,2022-01-02 04:00:00,5.141,2
49,1,2022-01-02 05:00:00,5.02,2
49,1,2022-01-02 06:00:00,4.934,2
49,1,2022-01-02 07:00:00,5.449,2
49,1,2022-01-02 08:00:00,5.928,2
49,1,2022-01-02 09:00:00,6.942,2
49,1,2022-01-02 10:00:00,12.904,1
49,1,2022-01-02 11:00:00,14.117,2
49,1,2022-01-02 12:00:00,14.692,2
49,1,2022-01-02 13:00:00,15.559,1
49,1,2022-01-02 14:00:00,16.951,2
49,1,2022-01-02 15:00:00,16.125,2
49,1,2022-01-02 16:00:00,15.346,2
49,1,2022-01-02 17:00:00,14.804,2
49,1,2022-01-02 18:00:00,14.23,2
49,1,2022-01-02 19:00:00,13.846,2
49,1,2022-01-02 20:00:00,13.333,2
49,1,2022-01-02 21:00:00,12.899,2
49,1,2022-01-02 22:00:00,12.642,2
49,1,2022-01-02 23:00:00,12.561,2
49,1,2022-01-03 00:00:00,12.449,2
49,1,2022-01-03 01:00:00,12.142,2
49,1,2022-01-03 02:00:00,11.965,2
49,1,2022-01-03 03:00:00,11.819,2
49,1,2022-01-03 04:00:00,11.576,2
49,1,2022-01-03 05:00:00,11.334,2
49,1,2022-01-03 06:00:00,11.22,2
49,1,2022-01-03 07:00:00,11.139,2
49,1,2022-01-03 08:00:00,11.106,2
49,1,2022-01-03 09:00:00,11.366,2
49,1,2022-01-03 10:00:00,11.69,2
49,1,2022-01-03 11:00:00,11.916,2
49,1,2022-01-03 12:00:00,12.142,2
49,1,2022-01-03 13:00:00,12.288,2
49,1,2022-01-03 14:00:00,12.401,2
49,1,2022-01-03 15:00:00,12.384,2
49,1,2022-01-03 16:00:00,12.045,2
49,1,2022-01-03 17:00:00,11.884,2
49,1,2022-01-03 18:00:00,11.835,2
49,1,2022-01-03 19:00:00,12.045,2
49,1,2022-01-03 20:00:00,12.304,2
49,1,2022-01-03 21:00:00,12.594,2
49,1,2022-01-03 22:00:00,12.964,2
49,1,2022-01-03 23:00:00,12.948,2
49,1,2022-01-04 00:00:00,12.819,2
49,1,2022-01-04 01:00:00,12.69,2
49,1,2022-01-04 02:00:00,13.092,2
49,1,2022-01-04 03:00:00,13.477,2
49,1,2022-01-04 04:00:00,13.237,2
49,1,2022-01-04 05:00:00,12.32,2
49,1,2022-01-04 06:00:00,12.497,2
49,1,2022-01-04 07:00:00,13.989,2
49,1,2022-01-04 08:00:00,15.203,2
49,1,2022-01-04 09:00:00,15.314,2
49,1,2022-01-04 10:00:00,15.807,2
49,1,2022-01-04 11:00:00,16.332,2
49,1,2022-01-04 12:00:00,15.393,2
49,1,2022-01-04 13:00:00,13.718,2
49,1,2022-01-04 14:00:00,11.899,2
49,1,2022-01-04 15:00:00,11.576,2
49,1,2022-01-04 16:00:00,11.803,2
49,1,2022-01-04 17:00:00,9.628,1
49,1,2022-01-04 18:00:00,7.448,2
49,1,2022-01-04 19:00:00,7.045,2
49,1,2022-01-04 20:00:00,6.047,2
49,1,2022-01-04 21:00:00,5.45,2
49,1,2022-01-04 22:00:00,5.192,2
49,1,2022-01-04 23:00:00,4.692,2
49,1,2022-01-05 00:00:00,4.398,2
49,1,2022-01-05 01:00:00,4.691,2
49,1,2022-01-05 02:00:00,5.723,2
49,1,2022-01-05 03:00:00,5.962,2
49,1,2022-01-05 04:00:00,5.894,2
49,1,2022-01-05 05:00:00,5.501,2
49,1,2022-01-05 06:00:00,3.715,2
49,1,2022-01-05 07:00:00,3.261,2
49,1,2022-01-05 08:00:00,2.819,2
49,1,2022-01-05 09:00:00,2.659,2
49,1,2022-01-05 10:00:00,3.066,2
49,1,2022-01-05 11:00:00,2.727,2
49,1,2022-01-05 12:00:00,3.84,2
49,1,2022-01-05 13:00:00,3.968,1
49,1,2022-01-05 14:00:00,4.779,2
49,1,2022-01-05 15:00:00,4.362,2
49,1,2022-01-05 16:00:00,3.542,2
49,1,2022-01-05 17:00:00,3.014,2
49,1,2022-01-05 18:00:00,2.908,2
49,1,2022-01-05 19:00:00,2.925,2
49,1,2022-01-05 20:00:00,2.776,1
49,1,2022-01-05 21:00:00,2.961,2
49,1,2022-01-05 22:00:00,2.855,2
49,1,2022-01-05 23:00:00,2.73,2
49,1,2022-01-06 00:00:00,2.996,2
49,1,2022-01-06 01:00:00,2.836,2
49,1,2022-01-06 02:00:00,2.249,2
49,1,2022-01-06 03:00:00,1.908,2
49,1,2022-01-06 04:00:00,1.782,2
49,1,2022-01-06 05:00:00,1.854,2
49,1,2022-01-06 06:00:00,1.903,1
49,1,2022-01-06 07:00:00,1.385,2
49,1,2022-01-06 08:00:00,1.33,2
49,1,2022-01-06 09:00:00,1.692,2
49,1,2022-01-06 10:00:00,2.588,2
49,1,2022-01-06 11:00:00,3.171,2
49,1,2022-01-06 12:00:00,4.241,2
49,1,2022-01-06 13:00:00,4.294,2
49,1,2022-01-06 14:00:00,4.554,2
49,1,2022-01-06 15:00:00,4.623,2
49,1,2022-01-06 16:00:00,3.153,2
49,1,2022-01-06 17:00:00,1.619,2
49,1,2022-01-06 18:00:00,1.002,2
49,1,2022-01-06 19:00:00,1.039,2
49,1,2022-01-06 20:00:00,0.618,2
49,1,2022-01-06 21:00:00,-0.419,2
49,1,2022-01-06 22:00:00,-1.038,2
49,1,2022-01-06 23:00:00,-1.38,2
49,1,2022-01-07 00:00:00,-1.646,2
49,1,2022-01-07 01:00:00,-1.665,2
49,1,2022-01-07 02:00:00,-1.799,2
49,1,2022-01-07 03:00:00,-1.78,2
49,1,2022-01-07 04:00:00,-1.799,2
49,1,2022-01-07 05:00:00,-1.532,2
49,1,2022-01-07 06:00:00,-1.209,2
49,1,2022-01-07 07:00:00,-0.925,2
49,1,2022-01-07 08:00:00,-0.831,2
49,1,2022-01-07 09:00:00,0.045,2
49,1,2022-01-07 10:00:00,2.851,2
49,1,2022-01-07 11:00:00,3.155,2
49,1,2022-01-07 12:00:00,3.419,2
49,1,2022-01-07 13:00:00,3.472,2
49,1,2022-01-07 14:00:00,3.56,2
49,1,2022-01-07 15:00:00,3.63,2
49,1,2022-01-07 16:00:00,3.63,2
49,1,2022-01-07 17:00:00,2.675,2
49,1,2022-01-07 18:00:00,2.16,2
49,1,2022-01-07 19:00:00,2.32,2
49,1,2022-01-07 20:00:00,2.659,2
49,1,2022-01-07 21:00:00,3.084,2
49,1,2022-01-07 22:00:00,3.102,2
49,1,2022-01-07 23:00:00,3.752,2
49,1,2022-01-08 00:00:00,4.484,2
49,1,2022-01-08 01:00:00,4.744,2
49,1,2022-01-08 02:00:00,3.945,2
49,1,2022-01-08 03:00:00,3.753,2
49,1,2022-01-08 04:00:00,3.683,2
49,1,2022-01-08 05:00:00,3.578,2
49,1,2022-01-08 06:00:00,3.261,2
49,1,2022-01-08 07:00:00,2.748,2
49,1,2022-01-08 08:00:00,2.303,2
49,1,2022-01-08 09:00:00,2.712,2
49,1,2022-01-08 10:00:00,3.296,2
49,1,2022-01-08 11:00:00,4.449,2
49,1,2022-01-08 12:00:00,4.725,2
49,1,2022-01-08 13:00:00,4.336,1
49,1,2022-01-08 14:00:00,6.488,2
49,1,2022-01-08 15:00:00,6.03,2
49,1,2022-01-08 16:00:00,5.569,2
49,1,2022-01-08 17:00:00,5.945,2
49,1,2022-01-08 18:00:00,6.03,2
49,1,2022-01-08 19:00:00,6.657,2
49,1,2022-01-08 20:00:00,7.079,2
49,1,2022-01-08 21:00:00,7.062,2
49,1,2022-01-08 22:00:00,7.481,2
49,1,2022-01-08 23:00:00,7.748,2
49,1,2022-01-09 00:00:00,6.657,2
49,1,2022-01-09 01:00:00,6.961,2
49,1,2022-01-09 02:00:00,6.91,2
49,1,2022-01-09 03:00:00,6.268,2
49,1,2022-01-09 04:00:00,4.566,2
49,1,2022-01-09 05:00:00,3.349,2
49,1,2022-01-09 06:00:00,3.419,2
49,1,2022-01-09 07:00:00,3.314,2
49,1,2022-01-09 08:00:00,3.367,2
49,1,2022-01-09 09:00:00,3.648,2
49,1,2022-01-09 10:00:00,4.24,2
49,1,2022-01-09 11:00:00,4.882,2
49,1,2022-01-09 12:00:00,4.065,1
49,1,2022-01-09 13:00:00,4.859,1
49,1,2022-01-09 14:00:00,5.237,1
49,1,2022-01-09 15:00:00,5.638,2
49,1,2022-01-09 16:00:00,4.778,2
49,1,2022-01-09 17:00:00,4.276,2
49,1,2022-01-09 18:00:00,4.05,2
49,1,2022-01-09 19:00:00,4.224,2
49,1,2022-01-09 20:00:00,3.753,2
49,1,2022-01-09 21:00:00,3.753,2
49,1,2022-01-09 22:00:00,3.384,2
49,1,2022-01-09 23:00:00,2.73,2
38,1,2021-12-13 00:00:00,5.1782,1
38,1,2021-12-13 01:00:00,5.1962,1
38,1,2021-12-13 02:00:00,6.132,2
38,1,2021-12-13 03:00:00,5.962,2
38,1,2021-12-13 04:00:00,5.2438,2
38,1,2021-12-13 05:00:00,4.2228,2
38,1,2021-12-13 06:00:00,3.1545,2
38,1,2021-12-13 07:00:00,3.1195,2
38,1,2021-12-13 08:00:00,2.6943,2
38,1,2021-12-13 09:00:00,2.4812,2
38,1,2021-12-13 10:00:00,3.855,2
38,1,2021-12-13 11:00:00,5.9957,2
38,1,2021-12-13 12:00:00,6.657,2
38,1,2021-12-13 13:00:00,7.4475,2
38,1,2021-12-13 14:00:00,8.182,2
38,1,2021-12-13 15:00:00,8.5147,2
38,1,2021-12-13 16:00:00,8.149,2
38,1,2021-12-13 17:00:00,7.1108,2
38,1,2021-12-13 18:00:00,5.5682,2
38,1,2021-12-13 19:00:00,4.5708,2
38,1,2021-12-13 20:00:00,4.1713,2
38,1,2021-12-13 21:00:00,3.8745,2
38,1,2021-12-13 22:00:00,3.208,2
38,1,2021-12-13 23:00:00,2.6415,2
38,1,2021-12-14 00:00:00,2.659,2
38,1,2021-12-14 01:00:00,3.2787,2
38,1,2021-12-14 02:00:00,2.9428,2
38,1,2021-12-14 03:00:00,2.8013,2
38,1,2021-12-14 04:00:00,2.2842,2
38,1,2021-12-14 05:00:00,1.5113,2
38,1,2021-12-14 06:00:00,1.8353,2
38,1,2021-12-14 07:00:00,2.0875,2
38,1,2021-12-14 08:00:00,2.2848,2
38,1,2021-12-14 09:00:00,2.8542,2
38,1,2021-12-14 10:00:00,3.8915,2
38,1,2021-12-14 11:00:00,5.0698,2
38,1,2021-12-14 12:00:00,6.3353,2
38,1,2021-12-14 13:00:00,6.3688,2
38,1,2021-12-14 14:00:00,6.4368,2
38,1,2021-12-14 15:00:00,6.2847,2
38,1,2021-12-14 16:00:00,5.398,2
38,1,2021-12-14 17:00:00,4.5708,2
38,1,2021-12-14 18:00:00,4.3972,2
38,1,2021-12-14 19:00:00,3.6823,2
38,1,2021-12-14 20:00:00,3.6128,2
38,1,2021-12-14 21:00:00,3.8755,2
38,1,2021-12-14 22:00:00,4.0152,2
38,1,2021-12-14 23:00:00,4.0672,2
38,1,2021-12-15 00:00:00,4.05,2
38,1,2021-12-15 01:00:00,4.1545,2
38,1,2021-12-15 02:00:00,4.2243,2
38,1,2021-12-15 03:00:00,4.1893,2
38,1,2021-12-15 04:00:00,4.3803,2
38,1,2021-12-15 05:00:00,4.3977,2
38,1,2021-12-15 06:00:00,4.3803,2
38,1,2021-12-15 07:00:00,4.3977,2
38,1,2021-12-15 08:00:00,4.3803,2
38,1,2021-12-15 09:00:00,4.5017,2
38,1,2021-12-15 10:00:00,4.5017,2
38,1,2021-12-15 11:00:00,4.8302,2
38,1,2021-12-15 12:00:00,5.6207,2
38,1,2021-12-15 13:00:00,5.6205,2
38,1,2021-12-15 14:00:00,5.689,2
38,1,2021-12-15 15:00:00,5.7402,2
38,1,2021-12-15 16:00:00,5.3985,2
38,1,2021-12-15 17:00:00,5.2097,2
38,1,2021-12-15 18:00:00,5.2783,2
38,1,2021-12-15 19:00:00,5.2955,2
38,1,2021-12-15 20:00:00,5.5522,2
38,1,2021-12-15 21:00:00,5.4327,2
38,1,2021-12-15 22:00:00,5.3127,2
38,1,2021-12-15 23:00:00,5.1407,2
38,1,2021-12-16 00:00:00,5.1753,2
38,1,2021-12-16 01:00:00,4.9857,2
38,1,2021-12-16 02:00:00,4.9683,2
38,1,2021-12-16 03:00:00,4.8135,2
38,1,2021-12-16 04:00:00,4.6057,2
38,1,2021-12-16 05:00:00,4.3977,2
38,1,2021-12-16 06:00:00,4.3457,2
38,1,2021-12-16 07:00:00,3.875,2
38,1,2021-12-16 08:00:00,3.7003,2
38,1,2021-12-16 09:00:00,3.9975,2
38,1,2021-12-16 10:00:00,5.1227,2
38,1,2021-12-16 11:00:00,6.3008,2
38,1,2021-12-16 12:00:00,7.2463,2
38,1,2021-12-16 13:00:00,7.028,2
38,1,2021-12-16 14:00:00,7.0283,2
38,1,2021-12-16 15:00:00,6.961,2
38,1,2021-12-16 16:00:00,6.4033,2
38,1,2021-12-16 17:00:00,5.8595,2
38,1,2021-12-16 18:00:00,5.1062,2
38,1,2021-12-16 19:00:00,4.8307,2
38,1,2021-12-16 20:00:00,4.0493,2
38,1,2021-12-16 21:00:00,3.2605,2
38,1,2021-12-16 22:00:00,2.606,2
38,1,2021-12-16 23:00:00,2.1413,2
38,1,2021-12-17 00:00:00,1.5655,2
38,1,2021-12-17 01:00:00,1.0025,2
38,1,2021-12-17 02:00:00,0.6367,2
38,1,2021-12-17 03:00:00,0.8932,2
38,1,2021-12-17 04:00:00,0.9478,2
38,1,2021-12-17 05:00:00,0.8567,2
38,1,2021-12-17 06:00:00,0.4347,2
38,1,2021-12-17 07:00:00,0.0467,2
38,1,2021-12-17 08:00:00,-0.662,2
38,1,2021-12-17 09:00:00,-0.065,2
38,1,2021-12-17 10:00:00,1.0535,2
38,1,2021-12-17 11:00:00,2.4623,2
38,1,2021-12-17 12:00:00,4.049,2
38,1,2021-12-17 13:00:00,5.0717,2
38,1,2021-12-17 14:00:00,4.778,2
38,1,2021-12-17 15:00:00,4.7433,2
38,1,2021-12-17 16:00:00,3.8052,2
38,1,2021-12-17 17:00:00,3.0842,2
38,1,2021-12-17 18:00:00,2.7657,2
38,1,2021-12-17 19:00:00,2.3382,2
38,1,2021-12-17 20:00:00,1.9797,2
38,1,2021-12-17 21:00:00,1.2017,2
38,1,2021-12-17 22:00:00,0.25,2
38,1,2021-12-17 23:00:00,0.158,2
38,1,2021-12-18 00:00:00,0.453,2
38,1,2021-12-18 01:00:00,0.6187,2
38,1,2021-12-18 02:00:00,0.7472,2
38,1,2021-12-18 03:00:00,0.8565,2
38,1,2021-12-18 04:00:00,1.0028,2
38,1,2021-12-18 05:00:00,0.9845,2
38,1,2021-12-18 06:00:00,0.5267,2
38,1,2021-12-18 07:00:00,0.4347,2
38,1,2021-12-18 08:00:00,0.453,2
38,1,2021-12-18 09:00:00,0.4347,2
38,1,2021-12-18 10:00:00,0.4347,2
38,1,2021-12-18 11:00:00,1.0028,2
38,1,2021-12-18 12:00:00,1.9618,2
38,1,2021-12-18 13:00:00,2.4635,2
38,1,2021-12-18 14:00:00,2.4278,2
38,1,2021-12-18 15:00:00,3.0488,2
38,1,2021-12-18 16:00:00,2.9247,2
38,1,2021-12-18 17:00:00,1.7093,2
38,1,2021-12-18 18:00:00,1.9792,2
38,1,2021-12-18 19:00:00,2.6058,2
38,1,2021-12-18 20:00:00,3.1197,2
38,1,2021-12-18 21:00:00,3.243,2
38,1,2021-12-18 22:00:00,2.9607,2
38,1,2021-12-18 23:00:00,2.748,2
38,1,2021-12-19 00:00:00,2.8013,2
38,1,2021-12-19 01:00:00,2.748,2
38,1,2021-12-19 02:00:00,2.5705,2
38,1,2021-12-19 03:00:00,2.3385,2
38,1,2021-12-19 04:00:00,2.1593,2
38,1,2021-12-19 05:00:00,1.98,2
38,1,2021-12-19 06:00:00,1.908,2
38,1,2021-12-19 07:00:00,1.8,2
38,1,2021-12-19 08:00:00,1.5657,2
38,1,2021-12-19 09:00:00,1.62,2
38,1,2021-12-19 10:00:00,2.0698,2
38,1,2021-12-19 11:00:00,2.588,2
38,1,2021-12-19 12:00:00,2.872,2
38,1,2021-12-19 13:00:00,3.1197,2
38,1,2021-12-19 14:00:00,2.5875,2
38,1,2021-12-19 15:00:00,2.0155,2
38,1,2021-12-19 16:00:00,1.4205,2
38,1,2021-12-19 17:00:00,1.2028,2
38,1,2021-12-19 18:00:00,0.8568,2
38,1,2021-12-19 19:00:00,0.7473,2
38,1,2021-12-19 20:00:00,0.7473,2
38,1,2021-12-19 21:00:00,0.637,2
38,1,2021-12-19 22:00:00,0.6555,2
38,1,2021-12-19 23:00:00,0.7473,2
38,1,2021-12-20 00:00:00,0.4898,2
38,1,2021-12-20 01:00:00,0.453,2
38,1,2021-12-20 02:00:00,0.306,2
38,1,2021-12-20 03:00:00,0.4897,2
38,1,2021-12-20 04:00:00,0.692,2
38,1,2021-12-20 05:00:00,0.8568,2
38,1,2021-12-20 06:00:00,0.6367,2
38,1,2021-12-20 07:00:00,0.0093,2
38,1,2021-12-20 08:00:00,-0.3065,2
38,1,2021-12-20 09:00:00,0.1193,2
38,1,2021-12-20 10:00:00,1.6188,2
